team_1,team_2,score,manager_1,manager_2,season,game_week,team_1_score,team_2_score
Goiás EC,Fluminense RJ,1-2,Hélio dos Anjos,Enderson Moreira,2015,9,1,2
Vasco da Gama,Flamengo RJ,1-0,Doriva,Cristovão Borges,2015,9,1,0
Internacional,Santos FC,1-0,Diego Aguirre,Marcelo Fernandes,2015,9,1,0
Vasco da Gama,Avaí FC,1-0,Doriva,Gilson Kleina,2015,10,1,0
Sport Club Recife,Internacional,3-0,Eduardo Baptista,Diego Aguirre,2015,10,3,0
SE Palmeiras,Chapecoense,2-0,Marcelo Oliveira,Vinícius Eutrópio,2015,10,2,0
Atlético Mineiro,Coritiba FC,2-0,Lévir Culpi,Ney Franco,2015,10,2,0
Grêmio Porto Alegre,Cruzeiro EC,1-0,Roger,Vanderlei Luxemburgo,2015,10,1,0
Atlético Paranaense,São Paulo FC,2-1,Milton Mendes,Juan Carlos Osorio,2015,10,2,1
Joinville EC,Flamengo RJ,0-1,Hemerson Maria,Cristovão Borges,2015,10,0,1
Corinthians SP,Ponte Preta,2-0,Tite,Guto Ferreira,2015,10,2,0
Figueirense,Goiás EC,3-1,Argél,Julinho Camargo,2015,10,3,1
Fluminense RJ,Santos FC,2-1,Enderson Moreira,Marcelo Fernandes,2015,10,2,1
Coritiba FC,Joinville EC,0-0,Ney Franco,Hemerson Maria,2015,11,0,0
Cruzeiro EC,Atlético Paranaense,2-0,Vanderlei Luxemburgo,Milton Mendes,2015,11,2,0
Chapecoense,Vasco da Gama,1-0,Vinícius Eutrópio,Doriva,2015,11,1,0
Avaí FC,Sport Club Recife,2-2,Gilson Kleina,Eduardo Baptista,2015,11,2,2
São Paulo FC,Fluminense RJ,0-0,Juan Carlos Osorio,Enderson Moreira,2015,11,0,0
Santos FC,Grêmio Porto Alegre,1-3,Marcelo Fernandes,Roger,2015,11,1,3
Goiás EC,Corinthians SP,0-0,Julinho Camargo,Tite,2015,11,0,0
Ponte Preta,SE Palmeiras,0-2,Guto Ferreira,Marcelo Oliveira,2015,11,0,2
Flamengo RJ,Figueirense,1-2,Cristovão Borges,Argél,2015,11,1,2
Internacional,Atlético Mineiro,1-3,Diego Aguirre,Lévir Culpi,2015,11,1,3
Coritiba FC,Ponte Preta,0-0,Ney Franco,Guto Ferreira,2015,12,0,0
Goiás EC,Santos FC,4-1,Julinho Camargo,Marcelo Fernandes,2015,12,4,1
Chapecoense,Grêmio Porto Alegre,1-0,Vinícius Eutrópio,Roger,2015,12,1,0
SE Palmeiras,Avaí FC,3-0,Marcelo Oliveira,Gilson Kleina,2015,12,3,0
Figueirense,Joinville EC,0-2,Argél,Hemerson Maria,2015,12,0,2
Vasco da Gama,São Paulo FC,0-4,Doriva,Juan Carlos Osorio,2015,12,0,4
Internacional,Flamengo RJ,1-2,Diego Aguirre,Cristovão Borges,2015,12,1,2
Atlético Mineiro,Sport Club Recife,2-1,Lévir Culpi,Eduardo Baptista,2015,12,2,1
Corinthians SP,Atlético Paranaense,2-0,Tite,Milton Mendes,2015,12,2,0
Fluminense RJ,Cruzeiro EC,1-0,Enderson Moreira,Vanderlei Luxemburgo,2015,12,1,0
Santos FC,Figueirense,3-0,Dorival Júnior,Argél,2015,13,3,0
Grêmio Porto Alegre,Vasco da Gama,2-0,Roger,Doriva,2015,13,2,0
Ponte Preta,Atlético Mineiro,0-2,Guto Ferreira,Lévir Culpi,2015,13,0,2
São Paulo FC,Coritiba FC,3-1,Juan Carlos Osorio,Ney Franco,2015,13,3,1
Flamengo RJ,Corinthians SP,0-3,Cristovão Borges,Tite,2015,13,0,3
Cruzeiro EC,Goiás EC,1-0,Vanderlei Luxemburgo,Julinho Camargo,2015,13,1,0
Atlético Paranaense,Fluminense RJ,1-2,Milton Mendes,Enderson Moreira,2015,13,1,2
Joinville EC,Internacional,0-2,Hemerson Maria,Diego Aguirre,2015,13,0,2
Avaí FC,Chapecoense,2-1,Gilson Kleina,Vinícius Eutrópio,2015,13,2,1
Sport Club Recife,SE Palmeiras,2-2,Eduardo Baptista,Marcelo Oliveira,2015,13,2,2
Flamengo RJ,Grêmio Porto Alegre,1-0,Cristovão Borges,Roger,2015,14,1,0
Internacional,Goiás EC,2-1,Diego Aguirre,Julinho Camargo,2015,14,2,1
Corinthians SP,Atlético Mineiro,1-0,Tite,Lévir Culpi,2015,14,1,0
Atlético Paranaense,Chapecoense,1-0,Milton Mendes,Vinícius Eutrópio,2015,14,1,0
SE Palmeiras,Santos FC,1-0,Marcelo Oliveira,Dorival Júnior,2015,14,1,0
Fluminense RJ,Vasco da Gama,1-2,Enderson Moreira,Doriva,2015,14,1,2
Figueirense,Coritiba FC,0-0,Argél,Ney Franco,2015,14,0,0
Sport Club Recife,São Paulo FC,2-0,Eduardo Baptista,Juan Carlos Osorio,2015,14,2,0
Cruzeiro EC,Avaí FC,1-1,Vanderlei Luxemburgo,Gilson Kleina,2015,14,1,1
Joinville EC,Ponte Preta,1-1,Hemerson Maria,Guto Ferreira,2015,14,1,1
Avaí FC,Atlético Paranaense,1-2,Gilson Kleina,Milton Mendes,2015,15,1,2
Grêmio Porto Alegre,Sport Club Recife,1-1,Roger,Eduardo Baptista,2015,15,1,1
Atlético Mineiro,Figueirense,1-0,Lévir Culpi,Argél,2015,15,1,0
Santos FC,Joinville EC,2-0,Dorival Júnior,Hemerson Maria,2015,15,2,0
Chapecoense,Fluminense RJ,2-1,Vinícius Eutrópio,Enderson Moreira,2015,15,2,1
São Paulo FC,Cruzeiro EC,1-0,Juan Carlos Osorio,Vanderlei Luxemburgo,2015,15,1,0
Ponte Preta,Internacional,0-0,Guto Ferreira,Diego Aguirre,2015,15,0,0
Coritiba FC,Corinthians SP,1-1,Ney Franco,Tite,2015,15,1,1
Goiás EC,Flamengo RJ,0-1,Julinho Camargo,Cristovão Borges,2015,15,0,1
Vasco da Gama,SE Palmeiras,1-4,Doriva,Marcelo Oliveira,2015,15,1,4
Corinthians SP,Vasco da Gama,3-0,Tite,Doriva,2015,16,3,0
Atlético Mineiro,São Paulo FC,3-1,Lévir Culpi,Juan Carlos Osorio,2015,16,3,1
Fluminense RJ,Grêmio Porto Alegre,1-0,Enderson Moreira,Roger,2015,16,1,0
SE Palmeiras,Atlético Paranaense,0-1,Marcelo Oliveira,Milton Mendes,2015,16,0,1
Coritiba FC,Goiás EC,1-1,Ney Franco,Julinho Camargo,2015,16,1,1
Flamengo RJ,Santos FC,2-2,Cristovão Borges,Dorival Júnior,2015,16,2,2
Internacional,Chapecoense,0-0,Diego Aguirre,Vinícius Eutrópio,2015,16,0,0
Figueirense,Ponte Preta,3-1,Argél,Guto Ferreira,2015,16,3,1
Joinville EC,Avaí FC,2-0,Hemerson Maria,Gilson Kleina,2015,16,2,0
Sport Club Recife,Cruzeiro EC,0-0,Eduardo Baptista,Vanderlei Luxemburgo,2015,16,0,0
Avaí FC,Fluminense RJ,1-0,Gilson Kleina,Enderson Moreira,2015,17,1,0
Santos FC,Coritiba FC,3-0,Dorival Júnior,Ney Franco,2015,17,3,0
Vasco da Gama,Joinville EC,0-0,Doriva,Hemerson Maria,2015,17,0,0
Atlético Paranaense,Sport Club Recife,1-1,Milton Mendes,Eduardo Baptista,2015,17,1,1
São Paulo FC,Corinthians SP,1-1,Juan Carlos Osorio,Tite,2015,17,1,1
Ponte Preta,Flamengo RJ,1-0,Doriva,Cristovão Borges,2015,17,1,0
Cruzeiro EC,SE Palmeiras,2-1,Vanderlei Luxemburgo,Marcelo Oliveira,2015,17,2,1
Goiás EC,Atlético Mineiro,0-0,Julinho Camargo,Lévir Culpi,2015,17,0,0
Grêmio Porto Alegre,Internacional,5-0,Roger,Odair Hellmann,2015,17,5,0
Chapecoense,Figueirense,2-2,Vinícius Eutrópio,Argél,2015,17,2,2
Flamengo RJ,Atlético Paranaense,3-2,Cristovão Borges,Milton Mendes,2015,18,3,2
Coritiba FC,SE Palmeiras,2-1,Ney Franco,Marcelo Oliveira,2015,18,2,1
Santos FC,Vasco da Gama,1-0,Dorival Júnior,Doriva,2015,18,1,0
Goiás EC,Chapecoense,0-0,Julinho Camargo,Vinícius Eutrópio,2015,18,0,0
Corinthians SP,Sport Club Recife,4-3,Tite,Eduardo Baptista,2015,18,4,3
Internacional,Fluminense RJ,1-0,Odair Hellmann,Enderson Moreira,2015,18,1,0
Figueirense,São Paulo FC,0-2,Argél,Juan Carlos Osorio,2015,18,0,2
Ponte Preta,Avaí FC,2-0,Doriva,Gilson Kleina,2015,18,2,0
Atlético Mineiro,Grêmio Porto Alegre,0-2,Lévir Culpi,Roger,2015,18,0,2
Joinville EC,Cruzeiro EC,3-0,Hemerson Maria,Vanderlei Luxemburgo,2015,18,3,0
Vasco da Gama,Coritiba FC,0-1,Doriva,Ney Franco,2015,19,0,1
Atlético Paranaense,Santos FC,0-0,Milton Mendes,Dorival Júnior,2015,19,0,0
São Paulo FC,Goiás EC,0-3,Juan Carlos Osorio,Julinho Camargo,2015,19,0,3
SE Palmeiras,Flamengo RJ,4-2,Marcelo Oliveira,Cristovão Borges,2015,19,4,2
Fluminense RJ,Figueirense,2-1,Enderson Moreira,René Simões,2015,19,2,1
Cruzeiro EC,Internacional,0-0,Vanderlei Luxemburgo,Odair Hellmann,2015,19,0,0
Avaí FC,Corinthians SP,1-2,Gilson Kleina,Tite,2015,19,1,2
Sport Club Recife,Ponte Preta,1-1,Eduardo Baptista,Doriva,2015,19,1,1
Grêmio Porto Alegre,Joinville EC,2-1,Roger,Hemerson Maria,2015,19,2,1
Chapecoense,Atlético Mineiro,2-1,Vinícius Eutrópio,Lévir Culpi,2015,19,2,1
Santos FC,Avaí FC,5-2,Dorival Júnior,Gilson Kleina,2015,20,5,2
Goiás EC,Vasco da Gama,3-0,Julinho Camargo,Jorginho,2015,20,3,0
Figueirense,Sport Club Recife,2-1,René Simões,Eduardo Baptista,2015,20,2,1
Ponte Preta,Grêmio Porto Alegre,0-0,Doriva,Roger,2015,20,0,0
Coritiba FC,Chapecoense,1-0,Ney Franco,Vinícius Eutrópio,2015,20,1,0
Corinthians SP,Cruzeiro EC,3-0,Tite,Vanderlei Luxemburgo,2015,20,3,0
Flamengo RJ,São Paulo FC,2-1,Oswaldo de Oliveira,Juan Carlos Osorio,2015,20,2,1
Internacional,Atlético Paranaense,2-0,Odair Hellmann,Milton Mendes,2015,20,2,0
Joinville EC,Fluminense RJ,2-1,Hemerson Maria,Enderson Moreira,2015,20,2,1
Atlético Mineiro,SE Palmeiras,2-1,Lévir Culpi,Marcelo Oliveira,2015,20,2,1
Vasco da Gama,Figueirense,0-1,Jorginho,René Simões,2015,21,0,1
São Paulo FC,Ponte Preta,3-0,Juan Carlos Osorio,Doriva,2015,21,3,0
Grêmio Porto Alegre,Coritiba FC,0-0,Roger,Ney Franco,2015,21,0,0
Avaí FC,Internacional,3-0,Gilson Kleina,Odair Hellmann,2015,21,3,0
SE Palmeiras,Joinville EC,3-2,Marcelo Oliveira,Hemerson Maria,2015,21,3,2
Fluminense RJ,Atlético Mineiro,1-2,Enderson Moreira,Lévir Culpi,2015,21,1,2
Sport Club Recife,Flamengo RJ,0-1,Eduardo Baptista,Oswaldo de Oliveira,2015,21,0,1
Chapecoense,Corinthians SP,1-3,Vinícius Eutrópio,Tite,2015,21,1,3
Cruzeiro EC,Santos FC,0-1,Vanderlei Luxemburgo,Dorival Júnior,2015,21,0,1
Atlético Paranaense,Goiás EC,3-0,Milton Mendes,Julinho Camargo,2015,21,3,0
Ponte Preta,Cruzeiro EC,1-2,Doriva,Mano Menezes,2015,22,1,2
Internacional,Vasco da Gama,6-0,Odair Hellmann,Jorginho,2015,22,6,0
Joinville EC,São Paulo FC,0-0,Hemerson Maria,Juan Carlos Osorio,2015,22,0,0
Flamengo RJ,Avaí FC,3-0,Oswaldo de Oliveira,Gilson Kleina,2015,22,3,0
Atlético Mineiro,Atlético Paranaense,0-1,Lévir Culpi,Milton Mendes,2015,22,0,1
Corinthians SP,Fluminense RJ,2-0,Tite,Enderson Moreira,2015,22,2,0
Coritiba FC,Sport Club Recife,0-0,Ney Franco,Eduardo Baptista,2015,22,0,0
Goiás EC,SE Palmeiras,1-0,Julinho Camargo,Marcelo Oliveira,2015,22,1,0
Santos FC,Chapecoense,3-1,Dorival Júnior,Vinícius Eutrópio,2015,22,3,1
Figueirense,Grêmio Porto Alegre,0-2,René Simões,Roger,2015,22,0,2
São Paulo FC,Internacional,2-0,Juan Carlos Osorio,Odair Hellmann,2015,23,2,0
Vasco da Gama,Atlético Mineiro,1-2,Jorginho,Lévir Culpi,2015,23,1,2
Atlético Paranaense,Joinville EC,0-0,Milton Mendes,Hemerson Maria,2015,23,0,0
Cruzeiro EC,Figueirense,5-1,Mano Menezes,René Simões,2015,23,5,1
Chapecoense,Ponte Preta,0-0,Vinícius Eutrópio,Doriva,2015,23,0,0
SE Palmeiras,Corinthians SP,3-3,Marcelo Oliveira,Tite,2015,23,3,3
Fluminense RJ,Flamengo RJ,1-3,Enderson Moreira,Oswaldo de Oliveira,2015,23,1,3
Grêmio Porto Alegre,Goiás EC,2-1,Roger,Julinho Camargo,2015,23,2,1
Avaí FC,Coritiba FC,0-2,Gilson Kleina,Ney Franco,2015,23,0,2
Sport Club Recife,Santos FC,1-1,Eduardo Baptista,Dorival Júnior,2015,23,1,1
Ponte Preta,Vasco da Gama,0-1,Doriva,Jorginho,2015,24,0,1
Internacional,SE Palmeiras,1-0,Odair Hellmann,Marcelo Oliveira,2015,24,1,0
Atlético Mineiro,Avaí FC,2-0,Lévir Culpi,Gilson Kleina,2015,24,2,0
Figueirense,Atlético Paranaense,1-1,René Simões,Milton Mendes,2015,24,1,1
Corinthians SP,Grêmio Porto Alegre,1-1,Tite,Roger,2015,24,1,1
Santos FC,São Paulo FC,3-0,Dorival Júnior,Juan Carlos Osorio,2015,24,3,0
Coritiba FC,Fluminense RJ,1-1,Ney Franco,Enderson Moreira,2015,24,1,1
Goiás EC,Sport Club Recife,1-0,Julinho Camargo,Eduardo Baptista,2015,24,1,0
Flamengo RJ,Cruzeiro EC,2-0,Oswaldo de Oliveira,Mano Menezes,2015,24,2,0
Joinville EC,Chapecoense,0-0,Hemerson Maria,Vinícius Eutrópio,2015,24,0,0
Coritiba FC,Internacional,0-1,Ney Franco,Odair Hellmann,2015,25,0,1
SE Palmeiras,Figueirense,2-0,Marcelo Oliveira,René Simões,2015,25,2,0
Corinthians SP,Joinville EC,3-0,Tite,Hemerson Maria,2015,25,3,0
Ponte Preta,Santos FC,3-1,Doriva,Dorival Júnior,2015,25,3,1
Vasco da Gama,Atlético Paranaense,2-0,Jorginho,Milton Mendes,2015,25,2,0
Grêmio Porto Alegre,São Paulo FC,1-2,Roger,Juan Carlos Osorio,2015,25,1,2
Cruzeiro EC,Atlético Mineiro,1-1,Mano Menezes,Lévir Culpi,2015,25,1,1
Chapecoense,Flamengo RJ,1-3,Vinícius Eutrópio,Oswaldo de Oliveira,2015,25,1,3
Avaí FC,Goiás EC,2-1,Gilson Kleina,Julinho Camargo,2015,25,2,1
Sport Club Recife,Fluminense RJ,1-0,Eduardo Baptista,Enderson Moreira,2015,25,1,0
Fluminense RJ,SE Palmeiras,1-4,Enderson Moreira,Marcelo Oliveira,2015,26,1,4
Goiás EC,Ponte Preta,1-2,Julinho Camargo,Doriva,2015,26,1,2
Joinville EC,Sport Club Recife,1-1,Hemerson Maria,Eduardo Baptista,2015,26,1,1
Figueirense,Avaí FC,0-1,René Simões,Gilson Kleina,2015,26,0,1
Atlético Paranaense,Grêmio Porto Alegre,1-2,Milton Mendes,Roger,2015,26,1,2
Santos FC,Atlético Mineiro,4-0,Dorival Júnior,Lévir Culpi,2015,26,4,0
Internacional,Corinthians SP,2-1,Odair Hellmann,Tite,2015,26,2,1
Cruzeiro EC,Vasco da Gama,2-2,Mano Menezes,Jorginho,2015,26,2,2
São Paulo FC,Chapecoense,0-0,Juan Carlos Osorio,Guto Ferreira,2015,26,0,0
Flamengo RJ,Coritiba FC,0-2,Oswaldo de Oliveira,Ney Franco,2015,26,0,2
SE Palmeiras,Grêmio Porto Alegre,3-2,Marcelo Oliveira,Roger,2015,27,3,2
Internacional,Figueirense,1-1,Odair Hellmann,Hudson Coutinho,2015,27,1,1
Ponte Preta,Fluminense RJ,3-1,Doriva,Eduardo Baptista,2015,27,3,1
Corinthians SP,Santos FC,2-0,Tite,Dorival Júnior,2015,27,2,0
Goiás EC,Joinville EC,3-0,Arthur Neto,Hemerson Maria,2015,27,3,0
Vasco da Gama,Sport Club Recife,2-1,Jorginho,Falcão,2015,27,2,1
Atlético Mineiro,Flamengo RJ,4-1,Lévir Culpi,Oswaldo de Oliveira,2015,27,4,1
Avaí FC,São Paulo FC,2-1,Gilson Kleina,Juan Carlos Osorio,2015,27,2,1
Coritiba FC,Atlético Paranaense,2-0,Ney Franco,Milton Mendes,2015,27,2,0
Chapecoense,Cruzeiro EC,0-2,Guto Ferreira,Mano Menezes,2015,27,0,2
Fluminense RJ,Goiás EC,2-0,Eduardo Baptista,Arthur Neto,2015,28,2,0
Grêmio Porto Alegre,Avaí FC,3-1,Roger,Gilson Kleina,2015,28,3,1
Santos FC,Internacional,3-1,Dorival Júnior,Odair Hellmann,2015,28,3,1
Atlético Paranaense,Ponte Preta,1-2,Milton Mendes,Doriva,2015,28,1,2
São Paulo FC,SE Palmeiras,1-1,Juan Carlos Osorio,Marcelo Oliveira,2015,28,1,1
Flamengo RJ,Vasco da Gama,1-2,Oswaldo de Oliveira,Jorginho,2015,28,1,2
Figueirense,Corinthians SP,1-3,Hudson Coutinho,Tite,2015,28,1,3
Joinville EC,Atlético Mineiro,2-2,Hemerson Maria,Lévir Culpi,2015,28,2,2
Cruzeiro EC,Coritiba FC,2-0,Mano Menezes,Ney Franco,2015,28,2,0
Sport Club Recife,Chapecoense,3-0,Falcão,Guto Ferreira,2015,28,3,0
Internacional,Sport Club Recife,2-1,Odair Hellmann,Falcão,2015,29,2,1
Coritiba FC,Atlético Mineiro,0-3,Ney Franco,Lévir Culpi,2015,29,0,3
São Paulo FC,Atlético Paranaense,1-0,Juan Carlos Osorio,Sérgio Vieira,2015,29,1,0
Flamengo RJ,Joinville EC,2-0,Oswaldo de Oliveira,Hemerson Maria,2015,29,2,0
Avaí FC,Vasco da Gama,1-1,Gilson Kleina,Jorginho,2015,29,1,1
Santos FC,Fluminense RJ,3-1,Dorival Júnior,Eduardo Baptista,2015,29,3,1
Ponte Preta,Corinthians SP,2-2,Doriva,Tite,2015,29,2,2
Cruzeiro EC,Grêmio Porto Alegre,0-0,Mano Menezes,Roger,2015,29,0,0
Goiás EC,Figueirense,2-3,Arthur Neto,Hudson Coutinho,2015,29,2,3
Chapecoense,SE Palmeiras,5-1,Guto Ferreira,Marcelo Oliveira,2015,29,5,1
Atlético Mineiro,Internacional,2-1,Lévir Culpi,Odair Hellmann,2015,30,2,1
Sport Club Recife,Avaí FC,3-0,Falcão,Gilson Kleina,2015,30,3,0
SE Palmeiras,Ponte Preta,0-1,Marcelo Oliveira,Felipe Moreira,2015,30,0,1
Figueirense,Flamengo RJ,3-0,Hudson Coutinho,Oswaldo de Oliveira,2015,30,3,0
Joinville EC,Coritiba FC,3-1,Hemerson Maria,Ney Franco,2015,30,3,1
Fluminense RJ,São Paulo FC,2-0,Eduardo Baptista,Doriva,2015,30,2,0
Atlético Paranaense,Cruzeiro EC,2-2,Cristovão Borges,Mano Menezes,2015,30,2,2
Corinthians SP,Goiás EC,3-0,Tite,Arthur Neto,2015,30,3,0
Vasco da Gama,Chapecoense,1-1,Jorginho,Guto Ferreira,2015,30,1,1
Grêmio Porto Alegre,Santos FC,1-0,Roger,Dorival Júnior,2015,30,1,0
Avaí FC,SE Palmeiras,1-3,Gilson Kleina,Marcelo Oliveira,2015,31,1,3
Joinville EC,Figueirense,1-0,Hemerson Maria,Hudson Coutinho,2015,31,1,0
Ponte Preta,Coritiba FC,3-0,Felipe Moreira,Ney Franco,2015,31,3,0
Cruzeiro EC,Fluminense RJ,2-0,Mano Menezes,Eduardo Baptista,2015,31,2,0
São Paulo FC,Vasco da Gama,2-2,Doriva,Jorginho,2015,31,2,2
Flamengo RJ,Internacional,0-1,Oswaldo de Oliveira,Odair Hellmann,2015,31,0,1
Atlético Paranaense,Corinthians SP,1-4,Cristovão Borges,Tite,2015,31,1,4
Santos FC,Goiás EC,3-1,Dorival Júnior,Arthur Neto,2015,31,3,1
Grêmio Porto Alegre,Chapecoense,2-3,Roger,Guto Ferreira,2015,31,2,3
Sport Club Recife,Atlético Mineiro,4-1,Falcão,Lévir Culpi,2015,31,4,1
Fluminense RJ,Atlético Paranaense,0-1,Eduardo Baptista,Cristovão Borges,2015,32,0,1
Internacional,Joinville EC,1-0,Odair Hellmann,Hemerson Maria,2015,32,1,0
Figueirense,Santos FC,0-0,Hudson Coutinho,Dorival Júnior,2015,32,0,0
SE Palmeiras,Sport Club Recife,0-2,Marcelo Oliveira,Falcão,2015,32,0,2
Corinthians SP,Flamengo RJ,1-0,Tite,Oswaldo de Oliveira,2015,32,1,0
Vasco da Gama,Grêmio Porto Alegre,0-0,Jorginho,Roger,2015,32,0,0
Coritiba FC,São Paulo FC,1-2,Ney Franco,Doriva,2015,32,1,2
Chapecoense,Avaí FC,0-0,Guto Ferreira,Gilson Kleina,2015,32,0,0
Goiás EC,Cruzeiro EC,0-1,Danny Sérgio,Mano Menezes,2015,32,0,1
Atlético Mineiro,Ponte Preta,2-1,Lévir Culpi,Felipe Moreira,2015,32,2,1
São Paulo FC,Sport Club Recife,3-0,Doriva,Falcão,2015,33,3,0
Ponte Preta,Joinville EC,1-0,Felipe Moreira,Hemerson Maria,2015,33,1,0
Avaí FC,Cruzeiro EC,1-1,Gilson Kleina,Mano Menezes,2015,33,1,1
Coritiba FC,Figueirense,1-1,Ney Franco,Hudson Coutinho,2015,33,1,1
Santos FC,SE Palmeiras,2-1,Dorival Júnior,Marcelo Oliveira,2015,33,2,1
Grêmio Porto Alegre,Flamengo RJ,2-0,Roger,Oswaldo de Oliveira,2015,33,2,0
Atlético Mineiro,Corinthians SP,0-3,Lévir Culpi,Tite,2015,33,0,3
Chapecoense,Atlético Paranaense,0-0,Guto Ferreira,Cristovão Borges,2015,33,0,0
Vasco da Gama,Fluminense RJ,0-1,Jorginho,Eduardo Baptista,2015,33,0,1
Goiás EC,Internacional,2-1,Danny Sérgio,Odair Hellmann,2015,33,2,1
Internacional,Ponte Preta,1-0,Odair Hellmann,Felipe Moreira,2015,34,1,0
Corinthians SP,Coritiba FC,2-1,Tite,Pachequinho,2015,34,2,1
Atlético Paranaense,Avaí FC,2-1,Cristovão Borges,Gilson Kleina,2015,34,2,1
Fluminense RJ,Chapecoense,2-3,Eduardo Baptista,Guto Ferreira,2015,34,2,3
SE Palmeiras,Vasco da Gama,0-2,Marcelo Oliveira,Jorginho,2015,34,0,2
Flamengo RJ,Goiás EC,4-1,Oswaldo de Oliveira,Danny Sérgio,2015,34,4,1
Cruzeiro EC,São Paulo FC,2-1,Mano Menezes,Doriva,2015,34,2,1
Figueirense,Atlético Mineiro,0-1,Hudson Coutinho,Lévir Culpi,2015,34,0,1
Joinville EC,Santos FC,0-0,Hemerson Maria,Dorival Júnior,2015,34,0,0
Sport Club Recife,Grêmio Porto Alegre,1-0,Falcão,Roger,2015,34,1,0
Cruzeiro EC,Sport Club Recife,3-0,Mano Menezes,Falcão,2015,35,3,0
Goiás EC,Coritiba FC,1-3,Danny Sérgio,Pachequinho,2015,35,1,3
Ponte Preta,Figueirense,0-1,Felipe Moreira,Hudson Coutinho,2015,35,0,1
Avaí FC,Joinville EC,2-1,Raul Cabral,Hemerson Maria,2015,35,2,1
Atlético Paranaense,SE Palmeiras,3-3,Cristovão Borges,Marcelo Oliveira,2015,35,3,3
Grêmio Porto Alegre,Fluminense RJ,1-0,Roger,Eduardo Baptista,2015,35,1,0
Chapecoense,Internacional,1-0,Guto Ferreira,Odair Hellmann,2015,35,1,0
São Paulo FC,Atlético Mineiro,4-2,Mílton Cruz,Lévir Culpi,2015,35,4,2
Santos FC,Flamengo RJ,0-0,Dorival Júnior,Oswaldo de Oliveira,2015,35,0,0
Vasco da Gama,Corinthians SP,1-1,Jorginho,Tite,2015,35,1,1
SE Palmeiras,Cruzeiro EC,1-1,Marcelo Oliveira,Mano Menezes,2015,36,1,1
Corinthians SP,São Paulo FC,6-1,Tite,Mílton Cruz,2015,36,6,1
Internacional,Grêmio Porto Alegre,1-0,Odair Hellmann,Roger,2015,36,1,0
Atlético Mineiro,Goiás EC,2-2,Lévir Culpi,Danny Sérgio,2015,36,2,2
Figueirense,Chapecoense,0-0,Hudson Coutinho,Guto Ferreira,2015,36,0,0
Joinville EC,Vasco da Gama,1-2,Hemerson Maria,Jorginho,2015,36,1,2
Flamengo RJ,Ponte Preta,1-1,Oswaldo de Oliveira,Felipe Moreira,2015,36,1,1
Fluminense RJ,Avaí FC,3-1,Eduardo Baptista,Raul Cabral,2015,36,3,1
Coritiba FC,Santos FC,1-0,Pachequinho,Dorival Júnior,2015,36,1,0
Sport Club Recife,Atlético Paranaense,0-0,Falcão,Cristovão Borges,2015,36,0,0
São Paulo FC,Figueirense,3-2,Mílton Cruz,Hudson Coutinho,2015,37,3,2
Fluminense RJ,Internacional,1-1,Eduardo Baptista,Odair Hellmann,2015,37,1,1
Avaí FC,Ponte Preta,1-0,Raul Cabral,Felipe Moreira,2015,37,1,0
Grêmio Porto Alegre,Atlético Mineiro,2-1,Roger,Diogo Giacomini,2015,37,2,1
Cruzeiro EC,Joinville EC,3-0,Mano Menezes,Hemerson Maria,2015,37,3,0
Sport Club Recife,Corinthians SP,2-0,Falcão,Tite,2015,37,2,0
SE Palmeiras,Coritiba FC,0-2,Marcelo Oliveira,Pachequinho,2015,37,0,2
Vasco da Gama,Santos FC,1-0,Jorginho,Dorival Júnior,2015,37,1,0
Chapecoense,Goiás EC,1-3,Guto Ferreira,Danny Sérgio,2015,37,1,3
Atlético Paranaense,Flamengo RJ,3-0,Cristovão Borges,Jaime,2015,37,3,0
Corinthians SP,Avaí FC,1-1,Tite,Raul Cabral,2015,38,1,1
Santos FC,Atlético Paranaense,5-1,Dorival Júnior,Cristovão Borges,2015,38,5,1
Ponte Preta,Sport Club Recife,0-1,Felipe Moreira,Falcão,2015,38,0,1
Flamengo RJ,SE Palmeiras,1-2,Jaime,Marcelo Oliveira,2015,38,1,2
Internacional,Cruzeiro EC,2-0,Odair Hellmann,Mano Menezes,2015,38,2,0
Atlético Mineiro,Chapecoense,3-0,Diogo Giacomini,Guto Ferreira,2015,38,3,0
Figueirense,Fluminense RJ,1-0,Hudson Coutinho,Eduardo Baptista,2015,38,1,0
Coritiba FC,Vasco da Gama,0-0,Pachequinho,Jorginho,2015,38,0,0
Goiás EC,São Paulo FC,0-1,Danny Sérgio,Mílton Cruz,2015,38,0,1
Joinville EC,Grêmio Porto Alegre,0-2,Hemerson Maria,Roger,2015,38,0,2
Flamengo RJ,Sport Club Recife,1-0,Muricy Ramalho,Oswaldo de Oliveira,2016,1,1,0
SE Palmeiras,Atlético Paranaense,4-0,Cuca,Paulo Autuori,2016,1,4,0
Atlético Mineiro,Santos FC,1-0,Diego Aguirre,Dorival Júnior,2016,1,1,0
Coritiba FC,Cruzeiro EC,1-0,Gilson Kleina,Deivid,2016,1,1,0
Botafogo RJ,São Paulo FC,0-1,Ricardo Gomes,Edgardo Bauza,2016,1,0,1
Santa Cruz FC,EC Vitória BA,4-1,Milton Mendes,Vágner Mancini,2016,1,4,1
Corinthians SP,Grêmio Porto Alegre,0-0,Tite,Roger,2016,1,0,0
Figueirense,Ponte Preta,0-0,Vinícius Eutrópio,Eduardo Baptista,2016,1,0,0
