team_1,team_2,score,manager_1,manager_2,season,game_week,team_1_score,team_2_score
América MG,Fluminense RJ,0-1,Givanildo Oliveira,Lévir Culpi,2016,1,0,1
Internacional,Chapecoense,0-0,Argél,Guto Ferreira,2016,1,0,0
Ponte Preta,SE Palmeiras,2-1,Eduardo Baptista,Cuca,2016,2,2,1
Fluminense RJ,Santa Cruz FC,2-2,Lévir Culpi,Milton Mendes,2016,2,2,2
Cruzeiro EC,Figueirense,2-2,Paulo Bento,Vinícius Eutrópio,2016,2,2,2
Santos FC,Coritiba FC,2-1,Dorival Júnior,Gilson Kleina,2016,2,2,1
Atlético Paranaense,Atlético Mineiro,1-1,Paulo Autuori,Marcelo Oliveira,2016,2,1,1
EC Vitória BA,Corinthians SP,3-2,Vágner Mancini,Tite,2016,2,3,2
São Paulo FC,Internacional,1-2,Edgardo Bauza,Argél,2016,2,1,2
Grêmio Porto Alegre,Flamengo RJ,1-0,Roger,Muricy Ramalho,2016,2,1,0
Chapecoense,América MG,3-1,Guto Ferreira,Givanildo Oliveira,2016,2,3,1
Sport Club Recife,Botafogo RJ,1-1,Oswaldo de Oliveira,Ricardo Gomes,2016,2,1,1
Botafogo RJ,Atlético Paranaense,2-1,Ricardo Gomes,Paulo Autuori,2016,3,2,1
Figueirense,Santos FC,2-2,Vinícius Eutrópio,Dorival Júnior,2016,3,2,2
Flamengo RJ,Chapecoense,2-2,Muricy Ramalho,Guto Ferreira,2016,3,2,2
América MG,EC Vitória BA,1-1,Givanildo Oliveira,Vágner Mancini,2016,3,1,1
SE Palmeiras,Fluminense RJ,2-0,Cuca,Lévir Culpi,2016,3,2,0
Coritiba FC,São Paulo FC,1-1,Gilson Kleina,Edgardo Bauza,2016,3,1,1
Santa Cruz FC,Cruzeiro EC,4-1,Milton Mendes,Paulo Bento,2016,3,4,1
Corinthians SP,Ponte Preta,3-0,Tite,Eduardo Baptista,2016,3,3,0
Internacional,Sport Club Recife,1-0,Argél,Oswaldo de Oliveira,2016,3,1,0
Atlético Mineiro,Grêmio Porto Alegre,0-3,Marcelo Oliveira,Roger,2016,3,0,3
Cruzeiro EC,América MG,1-1,Paulo Bento,Givanildo Oliveira,2016,4,1,1
Atlético Paranaense,Figueirense,2-1,Paulo Autuori,Vinícius Eutrópio,2016,4,2,1
Chapecoense,Santa Cruz FC,1-1,Guto Ferreira,Milton Mendes,2016,4,1,1
Ponte Preta,Flamengo RJ,1-2,Eduardo Baptista,Zé Ricardo,2016,4,1,2
Sport Club Recife,Corinthians SP,0-2,Oswaldo de Oliveira,Tite,2016,4,0,2
EC Vitória BA,Atlético Mineiro,1-1,Vágner Mancini,Marcelo Oliveira,2016,4,1,1
Fluminense RJ,Botafogo RJ,1-0,Lévir Culpi,Ricardo Gomes,2016,4,1,0
São Paulo FC,SE Palmeiras,1-0,Edgardo Bauza,Cuca,2016,4,1,0
Santos FC,Internacional,0-1,Dorival Júnior,Argél,2016,4,0,1
Grêmio Porto Alegre,Coritiba FC,2-0,Roger,Gilson Kleina,2016,4,2,0
Internacional,Atlético Paranaense,1-0,Argél,Paulo Autuori,2016,5,1,0
Corinthians SP,Santos FC,1-0,Tite,Dorival Júnior,2016,5,1,0
Coritiba FC,Chapecoense,3-4,Gilson Kleina,Guto Ferreira,2016,5,3,4
Santa Cruz FC,Sport Club Recife,0-1,Milton Mendes,Oswaldo de Oliveira,2016,5,0,1
Botafogo RJ,Cruzeiro EC,0-1,Ricardo Gomes,Paulo Bento,2016,5,0,1
Atlético Mineiro,Fluminense RJ,1-1,Marcelo Oliveira,Lévir Culpi,2016,5,1,1
Figueirense,São Paulo FC,1-0,Vinícius Eutrópio,Edgardo Bauza,2016,5,1,0
América MG,Ponte Preta,1-2,Givanildo Oliveira,Eduardo Baptista,2016,5,1,2
Flamengo RJ,EC Vitória BA,1-0,Zé Ricardo,Vágner Mancini,2016,5,1,0
SE Palmeiras,Grêmio Porto Alegre,4-3,Cuca,Roger,2016,5,4,3
Atlético Paranaense,Santa Cruz FC,1-0,Paulo Autuori,Milton Mendes,2016,6,1,0
Corinthians SP,Coritiba FC,2-1,Tite,Pachequinho,2016,6,2,1
Chapecoense,Fluminense RJ,0-0,Guto Ferreira,Lévir Culpi,2016,6,0,0
Santos FC,Botafogo RJ,3-0,Dorival Júnior,Ricardo Gomes,2016,6,3,0
América MG,Figueirense,1-0,Sérgio Vieira,Vinícius Eutrópio,2016,6,1,0
EC Vitória BA,Internacional,1-0,Vágner Mancini,Argél,2016,6,1,0
Flamengo RJ,SE Palmeiras,1-2,Zé Ricardo,Cuca,2016,6,1,2
Grêmio Porto Alegre,Ponte Preta,1-0,Roger,Eduardo Baptista,2016,6,1,0
Sport Club Recife,Atlético Mineiro,4-4,Oswaldo de Oliveira,Marcelo Oliveira,2016,6,4,4
Cruzeiro EC,São Paulo FC,0-1,Paulo Bento,Edgardo Bauza,2016,6,0,1
Internacional,América MG,3-1,Argél,Sérgio Vieira,2016,7,3,1
Ponte Preta,Chapecoense,2-1,Eduardo Baptista,Guto Ferreira,2016,7,2,1
Fluminense RJ,Grêmio Porto Alegre,1-1,Lévir Culpi,Roger,2016,7,1,1
São Paulo FC,Atlético Paranaense,1-2,Edgardo Bauza,Paulo Autuori,2016,7,1,2
Botafogo RJ,EC Vitória BA,1-1,Ricardo Gomes,Vágner Mancini,2016,7,1,1
Coritiba FC,Sport Club Recife,3-2,Pachequinho,Oswaldo de Oliveira,2016,7,3,2
SE Palmeiras,Corinthians SP,1-0,Cuca,Tite,2016,7,1,0
Atlético Mineiro,Cruzeiro EC,2-3,Marcelo Oliveira,Paulo Bento,2016,7,2,3
Figueirense,Flamengo RJ,1-0,Vinícius Eutrópio,Zé Ricardo,2016,7,1,0
Santa Cruz FC,Santos FC,0-2,Milton Mendes,Dorival Júnior,2016,7,0,2
São Paulo FC,EC Vitória BA,2-0,Edgardo Bauza,Vágner Mancini,2016,8,2,0
Chapecoense,Grêmio Porto Alegre,3-3,Guto Ferreira,Roger,2016,8,3,3
Ponte Preta,Atlético Paranaense,3-2,Eduardo Baptista,Paulo Autuori,2016,8,3,2
Botafogo RJ,América MG,3-1,Ricardo Gomes,Sérgio Vieira,2016,8,3,1
Santos FC,Sport Club Recife,2-0,Dorival Júnior,Oswaldo de Oliveira,2016,8,2,0
Santa Cruz FC,Figueirense,1-0,Milton Mendes,Vinícius Eutrópio,2016,8,1,0
Cruzeiro EC,Flamengo RJ,0-1,Paulo Bento,Zé Ricardo,2016,8,0,1
Coritiba FC,SE Palmeiras,2-2,Pachequinho,Cuca,2016,8,2,2
Internacional,Atlético Mineiro,2-0,Argél,Marcelo Oliveira,2016,8,2,0
Fluminense RJ,Corinthians SP,1-0,Lévir Culpi,Fábio Carille,2016,8,1,0
SE Palmeiras,Santa Cruz FC,3-1,Cuca,Milton Mendes,2016,9,3,1
Atlético Paranaense,Santos FC,1-0,Paulo Autuori,Dorival Júnior,2016,9,1,0
América MG,Coritiba FC,2-1,Sérgio Vieira,Pachequinho,2016,9,2,1
EC Vitória BA,Chapecoense,1-2,Vágner Mancini,Guto Ferreira,2016,9,1,2
Atlético Mineiro,Ponte Preta,3-0,Marcelo Oliveira,Eduardo Baptista,2016,9,3,0
Flamengo RJ,São Paulo FC,2-2,Zé Ricardo,Edgardo Bauza,2016,9,2,2
Corinthians SP,Botafogo RJ,3-1,Fábio Carille,Ricardo Gomes,2016,9,3,1
Figueirense,Internacional,3-2,Vinícius Eutrópio,Argél,2016,9,3,2
Sport Club Recife,Fluminense RJ,2-1,Oswaldo de Oliveira,Lévir Culpi,2016,9,2,1
Grêmio Porto Alegre,Cruzeiro EC,2-0,Roger,Paulo Bento,2016,9,2,0
SE Palmeiras,América MG,2-0,Cuca,Sérgio Vieira,2016,10,2,0
Ponte Preta,Cruzeiro EC,0-4,Eduardo Baptista,Paulo Bento,2016,10,0,4
Botafogo RJ,Figueirense,0-0,Ricardo Gomes,Vinícius Eutrópio,2016,10,0,0
Santa Cruz FC,Flamengo RJ,0-1,Milton Mendes,Zé Ricardo,2016,10,0,1
Fluminense RJ,Santos FC,2-4,Lévir Culpi,Dorival Júnior,2016,10,2,4
Atlético Mineiro,Corinthians SP,2-1,Marcelo Oliveira,Cristovão Borges,2016,10,2,1
Chapecoense,Atlético Paranaense,0-0,Guto Ferreira,Paulo Autuori,2016,10,0,0
Grêmio Porto Alegre,EC Vitória BA,1-2,Roger,Vágner Mancini,2016,10,1,2
São Paulo FC,Sport Club Recife,0-0,Edgardo Bauza,Oswaldo de Oliveira,2016,10,0,0
Coritiba FC,Internacional,1-1,Pachequinho,Argél,2016,10,1,1
Cruzeiro EC,SE Palmeiras,2-1,Paulo Bento,Cuca,2016,11,2,1
Corinthians SP,Santa Cruz FC,2-1,Cristovão Borges,Milton Mendes,2016,11,2,1
América MG,Atlético Mineiro,0-1,Sérgio Vieira,Marcelo Oliveira,2016,11,0,1
EC Vitória BA,Ponte Preta,1-1,Vágner Mancini,Eduardo Baptista,2016,11,1,1
Flamengo RJ,Fluminense RJ,1-2,Zé Ricardo,Lévir Culpi,2016,11,1,2
Santos FC,São Paulo FC,3-0,Dorival Júnior,Edgardo Bauza,2016,11,3,0
Internacional,Botafogo RJ,2-3,Argél,Ricardo Gomes,2016,11,2,3
Atlético Paranaense,Grêmio Porto Alegre,2-0,Paulo Autuori,Roger,2016,11,2,0
Figueirense,Coritiba FC,0-0,Vinícius Eutrópio,Pachequinho,2016,11,0,0
Sport Club Recife,Chapecoense,5-1,Oswaldo de Oliveira,Caio Júnior,2016,11,5,1
EC Vitória BA,Sport Club Recife,3-2,Vágner Mancini,Oswaldo de Oliveira,2016,12,3,2
Flamengo RJ,Internacional,1-0,Zé Ricardo,Argél,2016,12,1,0
Grêmio Porto Alegre,Santos FC,3-2,Roger,Dorival Júnior,2016,12,3,2
Coritiba FC,Atlético Paranaense,1-0,Pachequinho,Paulo Autuori,2016,12,1,0
Chapecoense,Cruzeiro EC,3-2,Caio Júnior,Paulo Bento,2016,12,3,2
São Paulo FC,Fluminense RJ,2-1,Edgardo Bauza,Lévir Culpi,2016,12,2,1
América MG,Corinthians SP,0-2,Sérgio Vieira,Cristovão Borges,2016,12,0,2
SE Palmeiras,Figueirense,4-0,Cuca,Vinícius Eutrópio,2016,12,4,0
Santa Cruz FC,Ponte Preta,0-3,Milton Mendes,Eduardo Baptista,2016,12,0,3
Atlético Mineiro,Botafogo RJ,5-3,Marcelo Oliveira,Ricardo Gomes,2016,12,5,3
Fluminense RJ,Coritiba FC,0-0,Lévir Culpi,Pachequinho,2016,13,0,0
Atlético Paranaense,América MG,1-0,Paulo Autuori,Sérgio Vieira,2016,13,1,0
Cruzeiro EC,EC Vitória BA,2-2,Paulo Bento,Vágner Mancini,2016,13,2,2
Internacional,Grêmio Porto Alegre,0-1,Argél,Roger,2016,13,0,1
Botafogo RJ,Santa Cruz FC,2-1,Ricardo Gomes,Milton Mendes,2016,13,2,1
Corinthians SP,Flamengo RJ,4-0,Cristovão Borges,Zé Ricardo,2016,13,4,0
Santos FC,Chapecoense,3-0,Dorival Júnior,Caio Júnior,2016,13,3,0
Ponte Preta,São Paulo FC,1-0,Eduardo Baptista,Edgardo Bauza,2016,13,1,0
Figueirense,Atlético Mineiro,1-1,Vinícius Eutrópio,Marcelo Oliveira,2016,13,1,1
Sport Club Recife,SE Palmeiras,1-3,Oswaldo de Oliveira,Cuca,2016,13,1,3
Coritiba FC,Botafogo RJ,0-0,Pachequinho,Ricardo Gomes,2016,14,0,0
Chapecoense,Corinthians SP,0-2,Caio Júnior,Cristovão Borges,2016,14,0,2
Ponte Preta,Sport Club Recife,2-1,Eduardo Baptista,Oswaldo de Oliveira,2016,14,2,1
Flamengo RJ,Atlético Mineiro,2-0,Zé Ricardo,Marcelo Oliveira,2016,14,2,0
Grêmio Porto Alegre,Figueirense,2-1,Roger,Vinícius Eutrópio,2016,14,2,1
São Paulo FC,América MG,3-0,Edgardo Bauza,Sérgio Vieira,2016,14,3,0
Santa Cruz FC,Internacional,1-0,Milton Mendes,Argél,2016,14,1,0
EC Vitória BA,Fluminense RJ,0-0,Vágner Mancini,Lévir Culpi,2016,14,0,0
Cruzeiro EC,Atlético Paranaense,0-3,Paulo Bento,Paulo Autuori,2016,14,0,3
SE Palmeiras,Santos FC,1-1,Cuca,Dorival Júnior,2016,14,1,1
Botafogo RJ,Flamengo RJ,3-3,Ricardo Gomes,Zé Ricardo,2016,15,3,3
Santos FC,Ponte Preta,3-1,Dorival Júnior,Eduardo Baptista,2016,15,3,1
América MG,Santa Cruz FC,0-3,Sérgio Vieira,Milton Mendes,2016,15,0,3
Fluminense RJ,Cruzeiro EC,2-0,Lévir Culpi,Paulo Bento,2016,15,2,0
Corinthians SP,São Paulo FC,1-1,Cristovão Borges,Edgardo Bauza,2016,15,1,1
Internacional,SE Palmeiras,0-1,Falcão,Cuca,2016,15,0,1
Atlético Paranaense,EC Vitória BA,1-1,Paulo Autuori,Vágner Mancini,2016,15,1,1
Figueirense,Chapecoense,1-1,Argél,Caio Júnior,2016,15,1,1
Sport Club Recife,Grêmio Porto Alegre,4-2,Oswaldo de Oliveira,Roger,2016,15,4,2
Atlético Mineiro,Coritiba FC,2-1,Marcelo Oliveira,Pachequinho,2016,15,2,1
Corinthians SP,Figueirense,1-1,Cristovão Borges,Argél,2016,16,1,1
Santa Cruz FC,Coritiba FC,0-1,Milton Mendes,Pachequinho,2016,16,0,1
SE Palmeiras,Atlético Mineiro,0-1,Cuca,Marcelo Oliveira,2016,16,0,1
Ponte Preta,Internacional,2-2,Eduardo Baptista,Falcão,2016,16,2,2
Cruzeiro EC,Sport Club Recife,1-2,Paulo Bento,Oswaldo de Oliveira,2016,16,1,2
Grêmio Porto Alegre,São Paulo FC,1-0,Roger,Edgardo Bauza,2016,16,1,0
Atlético Paranaense,Fluminense RJ,1-0,Paulo Autuori,Lévir Culpi,2016,16,1,0
Chapecoense,Botafogo RJ,2-1,Caio Júnior,Ricardo Gomes,2016,16,2,1
EC Vitória BA,Santos FC,2-3,Vágner Mancini,Dorival Júnior,2016,16,2,3
Flamengo RJ,América MG,2-1,Zé Ricardo,Enderson Moreira,2016,16,2,1
Figueirense,EC Vitória BA,1-0,Argél,Vágner Mancini,2016,17,1,0
Sport Club Recife,Atlético Paranaense,2-0,Oswaldo de Oliveira,Paulo Autuori,2016,17,2,0
Atlético Mineiro,Santa Cruz FC,3-0,Marcelo Oliveira,Milton Mendes,2016,17,3,0
Fluminense RJ,Ponte Preta,3-0,Lévir Culpi,Eduardo Baptista,2016,17,3,0
São Paulo FC,Chapecoense,2-2,Edgardo Bauza,Caio Júnior,2016,17,2,2
Santos FC,Cruzeiro EC,2-0,Dorival Júnior,Mano Menezes,2016,17,2,0
Internacional,Corinthians SP,0-1,Falcão,Cristovão Borges,2016,17,0,1
Coritiba FC,Flamengo RJ,0-2,Pachequinho,Zé Ricardo,2016,17,0,2
Botafogo RJ,SE Palmeiras,3-1,Ricardo Gomes,Cuca,2016,17,3,1
América MG,Grêmio Porto Alegre,0-0,Enderson Moreira,Roger,2016,17,0,0
EC Vitória BA,Coritiba FC,3-1,Vágner Mancini,Pachequinho,2016,18,3,1
Sport Club Recife,América MG,1-1,Oswaldo de Oliveira,Enderson Moreira,2016,18,1,1
Santos FC,Flamengo RJ,0-0,Dorival Júnior,Zé Ricardo,2016,18,0,0
Atlético Paranaense,Corinthians SP,2-0,Paulo Autuori,Cristovão Borges,2016,18,2,0
Ponte Preta,Botafogo RJ,2-0,Eduardo Baptista,Ricardo Gomes,2016,18,2,0
São Paulo FC,Atlético Mineiro,1-2,André Jardine,Marcelo Oliveira,2016,18,1,2
Grêmio Porto Alegre,Santa Cruz FC,0-0,Roger,Milton Mendes,2016,18,0,0
Cruzeiro EC,Internacional,4-2,Mano Menezes,Falcão,2016,18,4,2
Chapecoense,SE Palmeiras,1-1,Caio Júnior,Cuca,2016,18,1,1
Fluminense RJ,Figueirense,3-2,Lévir Culpi,Tuca Guimarães,2016,18,3,2
Flamengo RJ,Atlético Paranaense,1-0,Zé Ricardo,Paulo Autuori,2016,19,1,0
América MG,Santos FC,1-0,Enderson Moreira,Dorival Júnior,2016,19,1,0
SE Palmeiras,EC Vitória BA,2-1,Cuca,Vágner Mancini,2016,19,2,1
Coritiba FC,Ponte Preta,3-1,Paulo César Carpegiani,Eduardo Baptista,2016,19,3,1
Internacional,Fluminense RJ,2-2,Falcão,Lévir Culpi,2016,19,2,2
Santa Cruz FC,São Paulo FC,1-2,Milton Mendes,André Jardine,2016,19,1,2
Figueirense,Sport Club Recife,1-1,Argél,Oswaldo de Oliveira,2016,19,1,1
Atlético Mineiro,Chapecoense,3-1,Marcelo Oliveira,Caio Júnior,2016,19,3,1
Corinthians SP,Cruzeiro EC,1-1,Cristovão Borges,Mano Menezes,2016,19,1,1
Botafogo RJ,Grêmio Porto Alegre,2-1,Jair Ventura,Roger,2016,19,2,1
Sport Club Recife,Flamengo RJ,1-0,Oswaldo de Oliveira,Zé Ricardo,2016,20,1,0
Ponte Preta,Figueirense,2-0,Eduardo Baptista,Argél,2016,20,2,0
Fluminense RJ,América MG,1-0,Lévir Culpi,Enderson Moreira,2016,20,1,0
Grêmio Porto Alegre,Corinthians SP,3-0,Roger,Cristovão Borges,2016,20,3,0
EC Vitória BA,Santa Cruz FC,2-2,Vágner Mancini,Doriva,2016,20,2,2
Santos FC,Atlético Mineiro,3-0,Dorival Júnior,Marcelo Oliveira,2016,20,3,0
Cruzeiro EC,Coritiba FC,2-2,Mano Menezes,Paulo César Carpegiani,2016,20,2,2
São Paulo FC,Botafogo RJ,0-1,André Jardine,Jair Ventura,2016,20,0,1
Atlético Paranaense,SE Palmeiras,0-1,Paulo Autuori,Cuca,2016,20,0,1
Chapecoense,Internacional,1-0,Caio Júnior,Celso Roth,2016,20,1,0
América MG,Chapecoense,1-2,Enderson Moreira,Caio Júnior,2016,21,1,2
Botafogo RJ,Sport Club Recife,3-0,Jair Ventura,Oswaldo de Oliveira,2016,21,3,0
Flamengo RJ,Grêmio Porto Alegre,2-1,Zé Ricardo,Roger,2016,21,2,1
Atlético Mineiro,Atlético Paranaense,1-0,Marcelo Oliveira,Paulo Autuori,2016,21,1,0
SE Palmeiras,Ponte Preta,2-2,Cuca,Eduardo Baptista,2016,21,2,2
Internacional,São Paulo FC,1-1,Celso Roth,André Jardine,2016,21,1,1
Santa Cruz FC,Fluminense RJ,0-1,Doriva,Lévir Culpi,2016,21,0,1
Coritiba FC,Santos FC,2-1,Paulo César Carpegiani,Dorival Júnior,2016,21,2,1
Figueirense,Cruzeiro EC,1-2,Argél,Mano Menezes,2016,21,1,2
Corinthians SP,EC Vitória BA,2-1,Cristovão Borges,Vágner Mancini,2016,21,2,1
Ponte Preta,Corinthians SP,2-0,Eduardo Baptista,Cristovão Borges,2016,22,2,0
Santos FC,Figueirense,0-1,Dorival Júnior,Tuca Guimarães,2016,22,0,1
Cruzeiro EC,Santa Cruz FC,2-0,Mano Menezes,Doriva,2016,22,2,0
Fluminense RJ,SE Palmeiras,0-2,Lévir Culpi,Cuca,2016,22,0,2
São Paulo FC,Coritiba FC,0-0,André Jardine,Paulo César Carpegiani,2016,22,0,0
Grêmio Porto Alegre,Atlético Mineiro,1-1,Roger,Marcelo Oliveira,2016,22,1,1
Chapecoense,Flamengo RJ,1-3,Caio Júnior,Zé Ricardo,2016,22,1,3
EC Vitória BA,América MG,2-1,Vágner Mancini,Enderson Moreira,2016,22,2,1
Sport Club Recife,Internacional,1-1,Oswaldo de Oliveira,Celso Roth,2016,22,1,1
Atlético Paranaense,Botafogo RJ,1-0,Paulo Autuori,Jair Ventura,2016,22,1,0
Botafogo RJ,Fluminense RJ,1-0,Jair Ventura,Lévir Culpi,2016,23,1,0
Figueirense,Atlético Paranaense,1-0,Tuca Guimarães,Paulo Autuori,2016,23,1,0
Santa Cruz FC,Chapecoense,2-2,Doriva,Caio Júnior,2016,23,2,2
Atlético Mineiro,EC Vitória BA,2-1,Marcelo Oliveira,Vágner Mancini,2016,23,2,1
Flamengo RJ,Ponte Preta,2-1,Zé Ricardo,Eduardo Baptista,2016,23,2,1
SE Palmeiras,São Paulo FC,2-1,Cuca,André Jardine,2016,23,2,1
Coritiba FC,Grêmio Porto Alegre,4-0,Paulo César Carpegiani,Roger,2016,23,4,0
Corinthians SP,Sport Club Recife,3-0,Cristovão Borges,Oswaldo de Oliveira,2016,23,3,0
Internacional,Santos FC,2-1,Celso Roth,Dorival Júnior,2016,23,2,1
América MG,Cruzeiro EC,0-2,Enderson Moreira,Mano Menezes,2016,23,0,2
EC Vitória BA,Flamengo RJ,1-2,Vágner Mancini,Zé Ricardo,2016,24,1,2
São Paulo FC,Figueirense,3-1,André Jardine,Tuca Guimarães,2016,24,3,1
Chapecoense,Coritiba FC,1-0,Caio Júnior,Paulo César Carpegiani,2016,24,1,0
Santos FC,Corinthians SP,2-1,Dorival Júnior,Cristovão Borges,2016,24,2,1
Cruzeiro EC,Botafogo RJ,0-2,Mano Menezes,Jair Ventura,2016,24,0,2
Atlético Paranaense,Internacional,2-1,Paulo Autuori,Celso Roth,2016,24,2,1
Sport Club Recife,Santa Cruz FC,5-3,Oswaldo de Oliveira,Doriva,2016,24,5,3
Grêmio Porto Alegre,SE Palmeiras,0-0,Roger,Cuca,2016,24,0,0
Ponte Preta,América MG,1-1,Eduardo Baptista,Enderson Moreira,2016,24,1,1
Fluminense RJ,Atlético Mineiro,4-2,Lévir Culpi,Marcelo Oliveira,2016,24,4,2
Botafogo RJ,Santos FC,0-1,Jair Ventura,Dorival Júnior,2016,25,0,1
Figueirense,América MG,2-2,Tuca Guimarães,Enderson Moreira,2016,25,2,2
Ponte Preta,Grêmio Porto Alegre,3-0,Eduardo Baptista,???,2016,25,3,0
Santa Cruz FC,Atlético Paranaense,1-0,Doriva,Paulo Autuori,2016,25,1,0
SE Palmeiras,Flamengo RJ,1-1,Cuca,Zé Ricardo,2016,25,1,1
Coritiba FC,Corinthians SP,1-1,Paulo César Carpegiani,Cristovão Borges,2016,25,1,1
Fluminense RJ,Chapecoense,1-2,Lévir Culpi,Caio Júnior,2016,25,1,2
Atlético Mineiro,Sport Club Recife,1-0,Marcelo Oliveira,Oswaldo de Oliveira,2016,25,1,0
São Paulo FC,Cruzeiro EC,1-0,André Jardine,Mano Menezes,2016,25,1,0
Internacional,EC Vitória BA,0-1,Celso Roth,Argél,2016,25,0,1
Corinthians SP,SE Palmeiras,0-2,Cristovão Borges,Cuca,2016,26,0,2
Flamengo RJ,Figueirense,2-0,Zé Ricardo,Tuca Guimarães,2016,26,2,0
Cruzeiro EC,Atlético Mineiro,1-1,Mano Menezes,Marcelo Oliveira,2016,26,1,1
Grêmio Porto Alegre,Fluminense RJ,0-1,Renato Gaúcho,Lévir Culpi,2016,26,0,1
Atlético Paranaense,São Paulo FC,1-0,Paulo Autuori,André Jardine,2016,26,1,0
Chapecoense,Ponte Preta,2-2,Caio Júnior,Eduardo Baptista,2016,26,2,2
Sport Club Recife,Coritiba FC,0-1,Oswaldo de Oliveira,Paulo César Carpegiani,2016,26,0,1
EC Vitória BA,Botafogo RJ,0-1,Argél,Jair Ventura,2016,26,0,1
Santos FC,Santa Cruz FC,3-2,Dorival Júnior,Doriva,2016,26,3,2
América MG,Internacional,1-0,Enderson Moreira,Celso Roth,2016,26,1,0
SE Palmeiras,Coritiba FC,2-1,Cuca,Paulo César Carpegiani,2016,27,2,1
Sport Club Recife,Santos FC,1-0,Oswaldo de Oliveira,Dorival Júnior,2016,27,1,0
América MG,Botafogo RJ,1-0,Enderson Moreira,Jair Ventura,2016,27,1,0
Atlético Paranaense,Ponte Preta,3-0,Paulo Autuori,Eduardo Baptista,2016,27,3,0
Figueirense,Santa Cruz FC,3-1,Marquinhos Santos,Doriva,2016,27,3,1
EC Vitória BA,São Paulo FC,2-0,Argél,André Jardine,2016,27,2,0
Flamengo RJ,Cruzeiro EC,2-1,Zé Ricardo,Mano Menezes,2016,27,2,1
Corinthians SP,Fluminense RJ,0-1,Fábio Carille,Lévir Culpi,2016,27,0,1
Grêmio Porto Alegre,Chapecoense,1-0,Renato Gaúcho,Caio Júnior,2016,27,1,0
Atlético Mineiro,Internacional,3-1,Marcelo Oliveira,Celso Roth,2016,27,3,1
Fluminense RJ,Sport Club Recife,3-1,Lévir Culpi,Oswaldo de Oliveira,2016,28,3,1
São Paulo FC,Flamengo RJ,0-0,André Jardine,Zé Ricardo,2016,28,0,0
Santos FC,Atlético Paranaense,2-0,Dorival Júnior,Paulo Autuori,2016,28,2,0
Chapecoense,EC Vitória BA,1-4,Caio Júnior,Argél,2016,28,1,4
Botafogo RJ,Corinthians SP,2-0,Jair Ventura,Fábio Carille,2016,28,2,0
Ponte Preta,Atlético Mineiro,1-2,Eduardo Baptista,Marcelo Oliveira,2016,28,1,2
Cruzeiro EC,Grêmio Porto Alegre,1-0,Mano Menezes,Renato Gaúcho,2016,28,1,0
Internacional,Figueirense,1-0,Celso Roth,Marquinhos Santos,2016,28,1,0
Santa Cruz FC,SE Palmeiras,2-3,Doriva,Cuca,2016,28,2,3
Coritiba FC,América MG,3-0,Paulo César Carpegiani,Enderson Moreira,2016,28,3,0
EC Vitória BA,Grêmio Porto Alegre,0-1,Argél,Renato Gaúcho,2016,29,0,1
Atlético Paranaense,Chapecoense,3-1,Paulo Autuori,Caio Júnior,2016,29,3,1
Corinthians SP,Atlético Mineiro,0-0,Fábio Carille,Marcelo Oliveira,2016,29,0,0
Santos FC,Fluminense RJ,2-1,Dorival Júnior,Lévir Culpi,2016,29,2,1
Sport Club Recife,São Paulo FC,1-1,Oswaldo de Oliveira,André Jardine,2016,29,1,1
Internacional,Coritiba FC,1-0,Celso Roth,Paulo César Carpegiani,2016,29,1,0
Cruzeiro EC,Ponte Preta,2-0,Mano Menezes,Eduardo Baptista,2016,29,2,0
Flamengo RJ,Santa Cruz FC,3-0,Zé Ricardo,Doriva,2016,29,3,0
Figueirense,Botafogo RJ,0-1,Marquinhos Santos,Jair Ventura,2016,29,0,1
América MG,SE Palmeiras,0-2,Enderson Moreira,Cuca,2016,29,0,2
Chapecoense,Sport Club Recife,3-0,Caio Júnior,Oswaldo de Oliveira,2016,30,3,0
Coritiba FC,Figueirense,0-0,Paulo César Carpegiani,Marquinhos Santos,2016,30,0,0
Botafogo RJ,Internacional,1-0,Jair Ventura,Celso Roth,2016,30,1,0
Santa Cruz FC,Corinthians SP,2-4,Doriva,Fábio Carille,2016,30,2,4
SE Palmeiras,Cruzeiro EC,0-0,Cuca,Mano Menezes,2016,30,0,0
Atlético Mineiro,América MG,3-0,Marcelo Oliveira,Enderson Moreira,2016,30,3,0
Ponte Preta,EC Vitória BA,2-0,Eduardo Baptista,Argél,2016,30,2,0
Fluminense RJ,Flamengo RJ,1-2,Lévir Culpi,Zé Ricardo,2016,30,1,2
São Paulo FC,Santos FC,0-1,André Jardine,Dorival Júnior,2016,30,0,1
Grêmio Porto Alegre,Atlético Paranaense,1-0,Renato Gaúcho,Paulo Autuori,2016,30,1,0
Botafogo RJ,Atlético Mineiro,3-2,Jair Ventura,Marcelo Oliveira,2016,31,3,2
Cruzeiro EC,Chapecoense,0-0,Mano Menezes,Caio Júnior,2016,31,0,0
Internacional,Flamengo RJ,2-1,Celso Roth,Zé Ricardo,2016,31,2,1
Atlético Paranaense,Coritiba FC,2-0,Paulo Autuori,Paulo César Carpegiani,2016,31,2,0
Figueirense,SE Palmeiras,1-2,Marquinhos Santos,Cuca,2016,31,1,2
Corinthians SP,América MG,2-0,Oswaldo de Oliveira,Enderson Moreira,2016,31,2,0
Ponte Preta,Santa Cruz FC,3-0,Eduardo Baptista,Doriva,2016,31,3,0
