"","url.x","home_team","away_team","score","competition","full_date","isGoal","isHeader","shotLocation","shooting_team","shooting_opp","shooter","shot_assister"
"3079","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Rwide","Crystal Palace","Swansea City","Yannick Bolasie","Joel Ward"
"3123","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Central","Crystal Palace","Swansea City","Glenn Murray","NaN"
"3127","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,TRUE,FALSE,"Pen","Crystal Palace","Swansea City","Glenn Murray","NaN"
"3147","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Lwide","Swansea City","Crystal Palace","Wayne Routledge","Jonathan De Guzmán"
"3151","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,TRUE,"Central","Crystal Palace","Swansea City","Cameron Jerome","Jerome Thomas"
"3163","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Central","Crystal Palace","Swansea City","Glenn Murray","Cameron Jerome"
"3195","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Lwide","Crystal Palace","Swansea City","Yannick Bolasie","Mile Jedinak"
"3227","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Wilfried Bony","Wayne Routledge"
"3279","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Wayne Routledge","NaN"
"3283","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Wilfried Bony","Angel Rangel"
"3307","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Central","Swansea City","Crystal Palace","Jonathan De Guzmán","José Cañas"
"3323","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,TRUE,FALSE,"Central","Swansea City","Crystal Palace","Jonathan De Guzmán","Leon Britton"
"3339","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,FALSE,"Long","Swansea City","Crystal Palace","Pablo Hernández","Wayne Routledge"
"3343","http://www.bbc.co.uk/sport/0/football/26311677","Swansea","Crystal Palace","1-1","Premier League",2014-03-02,FALSE,TRUE,"Rwide","Crystal Palace","Swansea City","Marouane Chamakh","Damien Delaney"
"3408","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Central","Tottenham Hotspur","Cardiff City","Harry Kane","Nacer Chadli"
"3426","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Cardiff City","Tottenham Hotspur","Jordon Mutch","NaN"
"3434","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Central","Tottenham Hotspur","Cardiff City","Emmanuel Adebayor","Kyle Naughton"
"3436","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Nacer Chadli","Emmanuel Adebayor"
"3466","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Rwide","Cardiff City","Tottenham Hotspur","Fabio","Kim Bo-Kyung"
"3468","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Andros Townsend","NaN"
"3484","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Andros Townsend","NaN"
"3492","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Cardiff City","Tottenham Hotspur","Craig Bellamy","Fabio"
"3504","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Mousa Dembélé","Andros Townsend"
"3508","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Lwide","Cardiff City","Tottenham Hotspur","Declan John","Kim Bo-Kyung"
"3516","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Central","Cardiff City","Tottenham Hotspur","Cala","NaN"
"3522","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,TRUE,FALSE,"Central","Tottenham Hotspur","Cardiff City","Roberto Soldado","Emmanuel Adebayor"
"3530","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Paulinho","Emmanuel Adebayor"
"3536","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,TRUE,"Close","Tottenham Hotspur","Cardiff City","Michael Dawson","Kyle Naughton"
"3540","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Michael Dawson","Roberto Soldado"
"3548","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,TRUE,"Central","Tottenham Hotspur","Cardiff City","Michael Dawson","Kyle Naughton"
"3562","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Andros Townsend","Mousa Dembélé"
"3572","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Emmanuel Adebayor","NaN"
"3580","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Central","Cardiff City","Tottenham Hotspur","Fabio","Craig Bellamy"
"3582","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Cardiff City","Tottenham Hotspur","Craig Bellamy","NaN"
"3592","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Long","Tottenham Hotspur","Cardiff City","Andros Townsend","NaN"
"3594","http://www.bbc.co.uk/sport/0/football/26311678","Tottenham","Cardiff","1-0","Premier League",2014-03-02,FALSE,FALSE,"Close","Tottenham Hotspur","Cardiff City","Roberto Soldado","Aaron Lennon"
"4840","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","Manchester United","West Bromwich Albion","Wayne Rooney","Michael Carrick"
"4864","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","West Bromwich Albion","Manchester United","Saido Berahino","Stéphane Sessegnon"
"4872","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Central","West Bromwich Albion","Manchester United","Victor Anichebe","Morgan Amalfitano"
"4876","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,TRUE,FALSE,"Lwide","Manchester United","West Bromwich Albion","Danny Welbeck","Wayne Rooney"
"4880","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Central","West Bromwich Albion","Manchester United","Saido Berahino","NaN"
"4884","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","West Bromwich Albion","Manchester United","Victor Anichebe","Morgan Amalfitano"
"4888","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,TRUE,"Central","West Bromwich Albion","Manchester United","Zoltán Gera","Morgan Amalfitano"
"4904","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Rwide","West Bromwich Albion","Manchester United","Zoltán Gera","Victor Anichebe"
"4912","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Rwide","Manchester United","West Bromwich Albion","Danny Welbeck","Wayne Rooney"
"4924","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Rwide","Manchester United","West Bromwich Albion","Juan Mata","Marouane Fellaini"
"4932","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,TRUE,TRUE,"Close","Manchester United","West Bromwich Albion","Wayne Rooney","Rafael"
"4960","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Central","Manchester United","West Bromwich Albion","Rafael","NaN"
"4964","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Rwide","Manchester United","West Bromwich Albion","Marouane Fellaini","Robin van Persie"
"4980","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Rwide","West Bromwich Albion","Manchester United","Youssuf Mulumbu","NaN"
"5000","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","Manchester United","West Bromwich Albion","Wayne Rooney","Marouane Fellaini"
"5004","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Central","West Bromwich Albion","Manchester United","Zoltán Gera","Victor Anichebe"
"5036","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","West Bromwich Albion","Manchester United","Victor Anichebe","NaN"
"5040","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","West Bromwich Albion","Manchester United","James Morrison","Morgan Amalfitano"
"5044","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","Manchester United","West Bromwich Albion","Adnan Januzaj","NaN"
"5080","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Central","West Bromwich Albion","Manchester United","Victor Anichebe","James Morrison"
"5104","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Close","West Bromwich Albion","Manchester United","Claudio Yacob","Jonas Olsson"
"5112","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Long","Manchester United","West Bromwich Albion","Adnan Januzaj","Juan Mata"
"5120","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,TRUE,TRUE,"Central","Manchester United","West Bromwich Albion","Phil Jones","Robin van Persie"
"5140","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,TRUE,"Close","Manchester United","West Bromwich Albion","Rafael","Adnan Januzaj"
"5144","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,TRUE,"Lwide","West Bromwich Albion","Manchester United","Morgan Amalfitano","Chris Brunt"
"5160","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Lwide","West Bromwich Albion","Manchester United","Chris Brunt","Youssuf Mulumbu"
"5172","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,FALSE,"Central","Manchester United","West Bromwich Albion","Marouane Fellaini","Wayne Rooney"
"5184","http://www.bbc.co.uk/sport/0/football/26396175","West Brom","Man Utd","0-3","Premier League",2014-03-08,FALSE,TRUE,"Central","Manchester United","West Bromwich Albion","Marouane Fellaini","Wayne Rooney"
"5280","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,TRUE,"Central","Swansea City","Arsenal","Wilfried Bony","Pablo Hernández"
"5316","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Lwide","Swansea City","Arsenal","Jonjo Shelvey","NaN"
"5320","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,TRUE,FALSE,"Close","Arsenal","Swansea City","Olivier Giroud","Lukas Podolski"
"5328","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,TRUE,FALSE,"Central","Arsenal","Swansea City","Lukas Podolski","Kieran Gibbs"
"5360","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,TRUE,"Central","Swansea City","Arsenal","Michu","Jonathan De Guzmán"
"5364","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Swansea City","Arsenal","Jonjo Shelvey","Neil Taylor"
"5368","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Arsenal","Swansea City","Tomas Rosicky","Santiago Cazorla"
"5376","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Central","Swansea City","Arsenal","Michu","Jonjo Shelvey"
"5380","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Swansea City","Arsenal","Michu","Jonathan De Guzmán"
"5392","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Rwide","Arsenal","Swansea City","Alex Oxlade-Chamberlain","Olivier Giroud"
"5428","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Central","Arsenal","Swansea City","Santiago Cazorla","Tomas Rosicky"
"5440","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Rwide","Arsenal","Swansea City","Alex Oxlade-Chamberlain","Tomas Rosicky"
"5444","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Central","Arsenal","Swansea City","Olivier Giroud","Santiago Cazorla"
"5464","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Rwide","Arsenal","Swansea City","Bacary Sagna","NaN"
"5468","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Arsenal","Swansea City","Alex Oxlade-Chamberlain","NaN"
"5488","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,TRUE,"Central","Arsenal","Swansea City","Olivier Giroud","Santiago Cazorla"
"5520","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Swansea City","Arsenal","Jonjo Shelvey","Michu"
"5532","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Arsenal","Swansea City","Olivier Giroud","Tomas Rosicky"
"5536","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,TRUE,"Close","Arsenal","Swansea City","Per Mertesacker","Santiago Cazorla"
"5548","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,TRUE,TRUE,"Central","Swansea City","Arsenal","Wilfried Bony","Neil Taylor"
"5572","http://www.bbc.co.uk/sport/0/football/26396176","Arsenal","Swansea","2-2","Premier League",2014-03-25,FALSE,FALSE,"Long","Arsenal","Swansea City","Alex Oxlade-Chamberlain","NaN"
"5603","http://www.bbc.co.uk/sport/0/football/26396250","Norwich","Stoke","1-1","Premier League",2014-03-08,FALSE,FALSE,"Long","Norwich City","Stoke City","Bradley Johnson","Johan Elmander"
"5611","http://www.bbc.co.uk/sport/0/football/26396250","Norwich","Stoke","1-1","Premier League",2014-03-08,FALSE,FALSE,"Long","Norwich City","Stoke City","Bradley Johnson","Jonny Howson"
"5621","http://www.bbc.co.uk/sport/0/football/26396250","Norwich","Stoke","1-1","Premier League",2014-03-08,FALSE,FALSE,"Long","Norwich City","Stoke City","Bradley Johnson","Sebastien Bassong"
"5623","http://www.bbc.co.uk/sport/0/football/26396250","Norwich","Stoke","1-1","Premier League",2014-03-08,FALSE,FALSE,"Long","Norwich City","Stoke City","Gary Hooper","Johan Elmander"
"5651","http://www.bbc.co.uk/sport/0/football/26396250","Norwich","Stoke","1-1","Premier League",2014-03-08,TRUE,FALSE,"Pen","Stoke City","Norwich City","Jonathan Walters","NaN"
"5663","http://www.bbc.co.uk/sport/0/football/26396250","Norwich","Stoke","1-1","Premier League",2014-03-08,FALSE,FALSE,"Rwide","Norwich City","Stoke City","Robert Snodgrass","Alexander Tettey"
