"selection1_team_1","selection1_team_2","selection1_team_2_url","selection1_score","selection1_score_url"
"San Jose Clash","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1996-san-jose-earthquakes-fc-dallas/"
"New England Revolution","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1996-new-england-revolution-tampa-bay-mutiny/"
"Tampa Bay Mutiny","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1996-tampa-bay-mutiny-d-c-united/"
"Columbus Crew","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1996-columbus-crew-new-york-rb/"
"Los Angeles Galaxy","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","4:2","http://usa.worldfootball.net/report/major-league-soccer-1996-los-angeles-galaxy-san-jose-earthquakes/"
"D.C. United","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","3:2","http://usa.worldfootball.net/report/major-league-soccer-1996-d-c-united-new-england-revolution/"
"San Jose Clash","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1996-san-jose-earthquakes-tampa-bay-mutiny/"
"MetroStars","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1996-new-york-rb-columbus-crew/"
"Dallas Burn","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1996-fc-dallas-los-angeles-galaxy/"
"Tampa Bay Mutiny","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1996-tampa-bay-mutiny-new-york-rb/"
"D.C. United","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1996-d-c-united-colorado-rapids/"
"Kansas City Wizards","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","0:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1996-sporting-kansas-city-san-jose-earthquakes/"
"New England Revolution","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1996-new-england-revolution-columbus-crew/"
"Los Angeles Galaxy","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1996-los-angeles-galaxy-fc-dallas/"
"MetroStars","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-new-york-rb-d-c-united/"
"Columbus Crew","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","0:2","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-columbus-crew-tampa-bay-mutiny/"
"Kansas City Wizards","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","3:2","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-sporting-kansas-city-fc-dallas/"
"San Jose Clash","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-san-jose-earthquakes-los-angeles-galaxy/"
"D.C. United","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-d-c-united-new-york-rb_2/"
"Tampa Bay Mutiny","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-tampa-bay-mutiny-columbus-crew_2/"
"Los Angeles Galaxy","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-los-angeles-galaxy-san-jose-earthquakes_2/"
"Dallas Burn","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-fc-dallas-sporting-kansas-city_2/"
"Dallas Burn","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-fc-dallas-sporting-kansas-city/"
"D.C. United","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-d-c-united-new-york-rb/"
"Los Angeles Galaxy","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-los-angeles-galaxy-san-jose-earthquakes/"
"Tampa Bay Mutiny","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-viertelfinale-tampa-bay-mutiny-columbus-crew/"
"D.C. United","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-halbfinale-d-c-united-tampa-bay-mutiny/"
"Los Angeles Galaxy","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-halbfinale-los-angeles-galaxy-sporting-kansas-city/"
"Tampa Bay Mutiny","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-halbfinale-tampa-bay-mutiny-d-c-united/"
"Kansas City Wizards","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-halbfinale-sporting-kansas-city-los-angeles-galaxy/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:3","http://usa.worldfootball.net/report/major-league-soccer-1996-playoffs-finale-los-angeles-galaxy-d-c-united/"
"San Jose Clash","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","1:0 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-san-jose-earthquakes-new-york-rb_2/"
"Columbus Crew","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-columbus-crew-colorado-rapids_2/"
"Dallas Burn","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1997-fc-dallas-new-england-revolution_2/"
"Tampa Bay Mutiny","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-tampa-bay-mutiny-new-york-rb_2/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-los-angeles-galaxy-d-c-united_2/"
"Kansas City Wizards","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","3:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-sporting-kansas-city-san-jose-earthquakes_2/"
"Colorado Rapids","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1997-colorado-rapids-columbus-crew_2/"
"Dallas Burn","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-fc-dallas-san-jose-earthquakes_2/"
"D.C. United","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-d-c-united-new-york-rb_2/"
"Kansas City Wizards","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","3:2","http://usa.worldfootball.net/report/major-league-soccer-1997-sporting-kansas-city-los-angeles-galaxy_2/"
"Tampa Bay Mutiny","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","4:0","http://usa.worldfootball.net/report/major-league-soccer-1997-tampa-bay-mutiny-new-england-revolution_2/"
"MetroStars","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-new-england-revolution_2/"
"San Jose Clash","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1997-san-jose-earthquakes-los-angeles-galaxy_2/"
"Colorado Rapids","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:5","http://usa.worldfootball.net/report/major-league-soccer-1997-colorado-rapids-d-c-united/"
"Tampa Bay Mutiny","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-tampa-bay-mutiny-sporting-kansas-city_2/"
"Columbus Crew","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-columbus-crew-fc-dallas_2/"
"Kansas City Wizards","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-sporting-kansas-city-fc-dallas_2/"
"Los Angeles Galaxy","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-los-angeles-galaxy-colorado-rapids_2/"
"Columbus Crew","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-columbus-crew-san-jose-earthquakes/"
"MetroStars","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-d-c-united_2/"
"New England Revolution","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-new-england-revolution-tampa-bay-mutiny_2/"
"Dallas Burn","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","4:1","http://usa.worldfootball.net/report/major-league-soccer-1997-fc-dallas-colorado-rapids_2/"
"Colorado Rapids","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1997-colorado-rapids-fc-dallas_2/"
"D.C. United","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-d-c-united-san-jose-earthquakes_2/"
"MetroStars","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-columbus-crew_2/"
"Los Angeles Galaxy","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-los-angeles-galaxy-fc-dallas_2/"
"New England Revolution","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-new-england-revolution-colorado-rapids/"
"Kansas City Wizards","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-sporting-kansas-city-tampa-bay-mutiny_2/"
"D.C. United","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1997-d-c-united-los-angeles-galaxy_2/"
"New England Revolution","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-new-england-revolution-sporting-kansas-city_2/"
"Colorado Rapids","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1997-colorado-rapids-tampa-bay-mutiny_2/"
"San Jose Clash","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:3","http://usa.worldfootball.net/report/major-league-soccer-1997-san-jose-earthquakes-columbus-crew_2/"
"Dallas Burn","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-fc-dallas-d-c-united_2/"
"MetroStars","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-los-angeles-galaxy_2/"
"New England Revolution","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:2","http://usa.worldfootball.net/report/major-league-soccer-1997-new-england-revolution-columbus-crew_2/"
"MetroStars","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","0:1","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-san-jose-earthquakes_2/"
"Kansas City Wizards","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1997-sporting-kansas-city-los-angeles-galaxy/"
"Tampa Bay Mutiny","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","2:1","http://usa.worldfootball.net/report/major-league-soccer-1997-tampa-bay-mutiny-colorado-rapids/"
"D.C. United","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:3 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-d-c-united-fc-dallas/"
"Columbus Crew","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","3:0","http://usa.worldfootball.net/report/major-league-soccer-1997-columbus-crew-new-york-rb_2/"
"San Jose Clash","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-san-jose-earthquakes-new-england-revolution_2/"
"Colorado Rapids","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-colorado-rapids-columbus-crew/"
"Dallas Burn","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:0","http://usa.worldfootball.net/report/major-league-soccer-1997-fc-dallas-tampa-bay-mutiny/"
"MetroStars","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-sporting-kansas-city/"
"New England Revolution","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","0:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-new-england-revolution-d-c-united_2/"
"Los Angeles Galaxy","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:1 n.P.","http://usa.worldfootball.net/report/major-league-soccer-1997-los-angeles-galaxy-san-jose-earthquakes_2/"
"D.C. United","San Jose Clash","http://usa.worldfootball.net/teams/san-jose-earthquakes/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1997-d-c-united-san-jose-earthquakes/"
"Kansas City Wizards","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:1","http://usa.worldfootball.net/report/major-league-soccer-1997-sporting-kansas-city-columbus-crew/"
"Tampa Bay Mutiny","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:3","http://usa.worldfootball.net/report/major-league-soccer-1997-tampa-bay-mutiny-fc-dallas_2/"
"Colorado Rapids","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2","http://usa.worldfootball.net/report/major-league-soccer-1997-colorado-rapids-new-england-revolution_2/"
"MetroStars","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","3:2","http://usa.worldfootball.net/report/major-league-soccer-1997-new-york-rb-tampa-bay-mutiny_2/"
"Los Angeles Galaxy","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:0","http://usa.worldfootball.net/report/major-league-soccer-1997-los-angeles-galaxy-columbus-crew_2/"
